,timestamp,raw_mix.lab.measure.moisture_out,raw_mix.lab.measure.sito_009
596,2025-02-27 12:00:00,0.86,19.0
597,2025-02-27 14:00:00,0.84,19.6
598,2025-02-27 16:00:00,0.82,18.2
599,2025-02-27 18:00:00,0.8,20.0
600,2025-02-27 20:00:00,0.84,18.2
601,2025-02-27 22:00:00,0.8,21.2
602,2025-02-28 00:00:00,0.82,20.9
603,2025-02-28 02:00:00,0.83,21.7
604,2025-02-28 04:00:00,0.82,20.3
605,2025-02-28 06:00:00,0.84,19.2
606,2025-03-01 02:00:00,0.84,20.2
607,2025-03-01 04:00:00,0.85,21.5
608,2025-03-01 06:00:00,0.83,20.7
609,2025-03-01 08:00:00,0.85,18.5
610,2025-03-01 10:00:00,0.83,20.5
611,2025-03-01 12:00:00,0.86,19.8
612,2025-03-01 14:00:00,0.82,19.3
613,2025-03-01 16:00:00,0.84,19.0
614,2025-03-01 18:00:00,0.8,19.6
615,2025-03-01 20:00:00,0.84,19.4
616,2025-03-01 22:00:00,0.82,20.7
617,2025-03-02 00:00:00,0.82,19.1
618,2025-03-02 02:00:00,0.83,20.2
619,2025-03-02 04:00:00,0.86,20.0
620,2025-03-02 06:00:00,0.85,20.3
621,2025-03-02 08:00:00,0.86,20.0
622,2025-03-02 10:00:00,0.83,20.6
623,2025-03-02 12:00:00,0.8,16.5
624,2025-03-02 14:00:00,0.84,16.0
625,2025-03-02 16:00:00,0.82,16.0
626,2025-03-02 18:00:00,0.81,18.9
627,2025-03-02 20:00:00,0.82,20.2
628,2025-03-02 22:00:00,0.83,19.6
629,2025-03-03 00:00:00,0.85,19.0
630,2025-03-03 02:00:00,0.8,18.6
631,2025-03-03 04:00:00,0.81,20.0
632,2025-03-03 06:00:00,0.84,18.8
633,2025-03-03 08:00:00,0.83,19.6
634,2025-03-03 10:00:00,0.84,21.6
635,2025-03-03 12:00:00,0.82,20.7
636,2025-03-03 14:00:00,0.83,19.8
637,2025-03-03 16:00:00,0.84,21.3
638,2025-03-03 18:00:00,0.82,20.4
639,2025-03-03 20:00:00,0.8,16.0
640,2025-03-03 22:00:00,0.81,20.6
641,2025-03-04 00:00:00,0.78,21.4
642,2025-03-04 02:00:00,0.77,20.2
643,2025-03-04 04:00:00,0.82,20.8
644,2025-03-04 06:00:00,0.8,19.1
645,2025-03-04 08:00:00,0.82,15.5
646,2025-03-04 10:00:00,0.8,20.1
647,2025-03-04 12:00:00,0.82,22.0
648,2025-03-04 14:00:00,0.79,20.3
649,2025-03-04 16:00:00,0.82,20.4
650,2025-03-04 18:00:00,0.8,19.2
651,2025-03-04 20:00:00,0.84,19.0
652,2025-03-04 22:00:00,0.85,20.1
653,2025-03-05 00:00:00,0.83,18.1
654,2025-03-05 02:00:00,0.84,16.8
655,2025-03-05 04:00:00,0.82,18.7
656,2025-03-05 06:00:00,0.84,19.8
657,2025-03-05 08:00:00,0.85,19.6
658,2025-03-05 10:00:00,0.83,19.0
659,2025-03-05 12:00:00,0.8,19.2
660,2025-03-05 14:00:00,0.84,19.3
661,2025-03-05 16:00:00,0.82,20.0
662,2025-03-05 18:00:00,0.86,19.8
663,2025-03-05 20:00:00,0.8,19.6
664,2025-03-05 22:00:00,0.83,20.1
665,2025-03-06 00:00:00,0.8,19.2
666,2025-03-06 02:00:00,0.8,20.3
667,2025-03-06 04:00:00,0.84,19.8
668,2025-03-06 06:00:00,0.83,17.6
669,2025-03-06 08:00:00,0.82,17.6
670,2025-03-06 10:00:00,0.74,21.4
671,2025-03-06 12:00:00,0.81,20.8
672,2025-03-06 14:00:00,0.86,22.1
673,2025-03-06 16:00:00,0.81,20.9
674,2025-03-06 18:00:00,0.82,19.8
675,2025-03-06 20:00:00,0.84,19.6
676,2025-03-06 22:00:00,0.85,18.2
677,2025-03-07 00:00:00,0.83,19.0
678,2025-03-07 02:00:00,0.82,18.3
679,2025-03-07 04:00:00,0.8,18.8
680,2025-03-07 06:00:00,0.85,19.6
681,2025-03-07 08:00:00,0.84,22.5
682,2025-03-07 10:00:00,0.83,21.2
683,2025-03-07 12:00:00,0.85,18.1
684,2025-03-07 14:00:00,0.84,20.4
685,2025-03-07 16:00:00,0.86,19.5
686,2025-03-07 18:00:00,0.84,19.0
687,2025-03-07 20:00:00,0.8,18.0
688,2025-03-07 22:00:00,0.88,19.2
689,2025-03-08 00:00:00,0.85,19.7
690,2025-03-08 02:00:00,0.86,17.5
691,2025-03-08 04:00:00,0.85,18.2
692,2025-03-08 06:00:00,0.8,17.8
693,2025-03-08 08:00:00,0.81,20.8
694,2025-03-08 10:00:00,0.83,17.6
695,2025-03-08 12:00:00,0.82,19.7
696,2025-03-08 14:00:00,0.8,20.3
697,2025-03-08 16:00:00,0.8,20.4
698,2025-03-08 18:00:00,0.79,20.2
699,2025-03-08 20:00:00,0.82,21.8
700,2025-03-08 22:00:00,0.83,21.0
701,2025-03-09 00:00:00,0.8,19.8
702,2025-03-09 02:00:00,0.84,18.3
703,2025-03-09 04:00:00,0.85,17.6
704,2025-03-09 06:00:00,0.82,18.0
705,2025-03-09 08:00:00,0.84,18.3
706,2025-03-09 10:00:00,0.85,17.8
707,2025-03-09 12:00:00,0.82,19.8
708,2025-03-09 14:00:00,0.8,20.0
709,2025-03-09 16:00:00,0.83,19.5
710,2025-03-09 18:00:00,0.81,20.0
711,2025-03-09 20:00:00,0.8,19.8
712,2025-03-09 22:00:00,0.83,21.8
713,2025-03-10 00:00:00,0.82,20.6
714,2025-03-10 02:00:00,0.8,20.1
715,2025-03-10 04:00:00,0.85,18.6
716,2025-03-10 06:00:00,0.82,17.4
717,2025-03-10 08:00:00,0.84,17.0
718,2025-03-10 10:00:00,0.9,17.0
719,2025-03-10 12:00:00,0.86,17.9
